accession_1	lysine_ct	accession_2	delta_mass	modification	
16589.86_Da_E158 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho	9	16421.78_Da_E1089 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho; Acetone Artifact	168.08	168.08 Acetyl; Acetyl; Acetyl; Acetyl
16155.62_Da_E1369 P48589_2full143_1G_P28_1T Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho	9	16057.55_Da_E122 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate	98.07	98.07 Acetone Artifact
16057.55_Da_E122 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate	9	15791.4_Da_E187 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Phospho	266.15	266.15 Hydrogen Dodecyl Sulfate
16073.56_Da_E234 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate	9	16057.55_Da_E122 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate	16.00	16.00 Ox
16589.86_Da_E158 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho	9	16057.55_Da_E122 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate	532.31	532.31 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
16089.55_Da_E630 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Ox	9	16057.55_Da_E122 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate	31.99	31.99 Ox; Ox
16339.7_Da_E232 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	16057.55_Da_E122 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate	282.15	282.15 Hydrogen Dodecyl Sulfate; Ox
17122.17_Da_E303 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	16057.55_Da_E122 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate	1064.62	1064.62 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
17122.17_Da_E303 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	16589.86_Da_E158 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho	532.31	532.31 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
16589.86_Da_E158 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho	9	16509.9_Da_E231 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	79.97	79.97 Phospho
16589.86_Da_E158 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho	9	15791.4_Da_E187 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Phospho	798.46	798.46 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
17388.33_Da_E668 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho	9	16589.86_Da_E158 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho	798.46	798.46 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
16621.84_Da_E599 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Ox	9	16589.86_Da_E158 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho	31.99	31.99 Ox; Ox
16872.02_Da_E439 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	16589.86_Da_E158 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho	282.15	282.15 Hydrogen Dodecyl Sulfate; Ox
16339.7_Da_E232 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	16073.56_Da_E234 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate	266.15	266.15 Hydrogen Dodecyl Sulfate
16355.69_Da_E475 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Ox	9	16339.7_Da_E232 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	16.00	16.00 Ox
16339.7_Da_E232 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	15807.39_Da_E377 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho	532.31	532.31 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
16872.02_Da_E439 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	16339.7_Da_E232 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	532.31	532.31 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
16621.84_Da_E599 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Ox	9	16339.7_Da_E232 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	282.15	282.15 Hydrogen Dodecyl Sulfate; Ox
16339.7_Da_E232 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	16243.74_Da_E317 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	95.96	95.96 Phospho; Ox
15807.39_Da_E377 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho	9	15791.4_Da_E187 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Phospho	16.00	16.00 Ox
15791.4_Da_E187 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Phospho	9	15711.43_Da_E835 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate	79.97	79.97 Phospho
16073.56_Da_E234 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate	9	15791.4_Da_E187 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Phospho	282.15	282.15 Hydrogen Dodecyl Sulfate; Ox
15791.4_Da_E187 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Phospho	9	15623.32_Da_E1326 P48589_2full143_1G_P28_1T Hydrogen Dodecyl Sulfate; Phospho	168.08	168.08 Acetyl; Acetyl; Acetyl; Acetyl
15822.39_Da_E1453 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Deamidation; Methyl	9	15791.4_Da_E187 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Phospho	30.98	30.98 Deamidation; Topaquinone
16509.9_Da_E231 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	16243.74_Da_E317 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	266.15	266.15 Hydrogen Dodecyl Sulfate
16776.05_Da_E219 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	16243.74_Da_E317 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	532.31	532.31 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
16243.74_Da_E317 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	15711.43_Da_E835 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate	532.31	532.31 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
17042.2_Da_E293 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	16243.74_Da_E317 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	798.46	798.46 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
16525.89_Da_E469 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Ox	9	16243.74_Da_E317 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	282.15	282.15 Hydrogen Dodecyl Sulfate; Ox
17308.36_Da_E603 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	16243.74_Da_E317 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	1064.62	1064.62 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
17388.33_Da_E668 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho	9	17122.17_Da_E303 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	266.15	266.15 Hydrogen Dodecyl Sulfate
17122.17_Da_E303 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	17042.2_Da_E293 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	79.97	79.97 Phospho
17122.17_Da_E303 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	16954.08_Da_E1270 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho; Acetone Artifact; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	168.08	168.08 Acetyl; Acetyl; Acetyl; Acetyl
16355.69_Da_E475 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Ox	9	16089.55_Da_E630 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Ox	266.15	266.15 Hydrogen Dodecyl Sulfate
16621.84_Da_E599 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Ox	9	16355.69_Da_E475 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Ox	266.15	266.15 Hydrogen Dodecyl Sulfate
16355.69_Da_E475 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Ox	9	16073.56_Da_E234 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate	282.15	282.15 Hydrogen Dodecyl Sulfate; Ox
16155.62_Da_E1369 P48589_2full143_1G_P28_1T Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho	9	15623.32_Da_E1326 P48589_2full143_1G_P28_1T Hydrogen Dodecyl Sulfate; Phospho	532.31	532.31 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
16155.62_Da_E1369 P48589_2full143_1G_P28_1T Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho	9	16073.56_Da_E234 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate	82.07	82.07
16954.08_Da_E1270 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho; Acetone Artifact; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	16155.62_Da_E1369 P48589_2full143_1G_P28_1T Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho	798.46	798.46 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
17388.33_Da_E668 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho	9	17308.36_Da_E603 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	79.97	79.97 Phospho
16954.08_Da_E1270 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Phospho; Acetone Artifact; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	16872.02_Da_E439 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	82.07	82.07
16073.56_Da_E234 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate	9	15807.39_Da_E377 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho	266.15	266.15 Hydrogen Dodecyl Sulfate
16089.55_Da_E630 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Ox	9	16073.56_Da_E234 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate	16.00	16.00 Ox
16872.02_Da_E439 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	16073.56_Da_E234 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate	798.46	798.46 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
16621.84_Da_E599 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Ox	9	16089.55_Da_E630 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Ox	532.31	532.31 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
16089.55_Da_E630 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Ox	9	15807.39_Da_E377 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho	282.15	282.15 Hydrogen Dodecyl Sulfate; Ox
16776.05_Da_E219 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	16509.9_Da_E231 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	266.15	266.15 Hydrogen Dodecyl Sulfate
16525.89_Da_E469 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Ox	9	16509.9_Da_E231 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	16.00	16.00 Ox
17042.2_Da_E293 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	16509.9_Da_E231 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	532.31	532.31 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
16509.9_Da_E231 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	15711.43_Da_E835 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate	798.46	798.46 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
17308.36_Da_E603 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	16509.9_Da_E231 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	798.46	798.46 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
16872.02_Da_E439 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	15807.39_Da_E377 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho	1064.62	1064.62 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
16872.02_Da_E439 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	16776.05_Da_E219 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	95.96	95.96 Phospho; Ox
15807.39_Da_E377 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho	9	15727.43_Da_E1824 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate	79.97	79.97 Phospho
15822.39_Da_E1453 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho; Deamidation; Methyl	9	15807.39_Da_E377 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho	14.99	14.99 Deamidation; Methyl
15807.39_Da_E377 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate; Phospho	9	15711.43_Da_E835 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate	95.96	95.96 Phospho; Ox
15727.43_Da_E1824 P48589_2full143_1G_P28_1T Ox; Acetyl; Hydrogen Dodecyl Sulfate	9	15711.43_Da_E835 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate	16.00	16.00 Ox
16776.05_Da_E219 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	15711.43_Da_E835 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate	1064.62	1064.62 Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate
17042.2_Da_E293 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	9	16776.05_Da_E219 P48589_2full143_1G_P28_1T Acetyl; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate; Hydrogen Dodecyl Sulfate	266.15	266.15 Hydrogen Dodecyl Sulfate
